order_id,customer_id,product_id,category,price,discount,quantity,payment_method,order_date,delivery_time_days,region,returned,total_amount,shipping_cost,profit_margin,customer_age,customer_gender,revenue,total_cost,profit
O122691,C13288,P233923,Electronics,428.63,0.05,4,Credit Card,2024-09-17,7,East,No,1628.79,10.33,185.12,31,Male,1628.79,10.33,3015.216048
O122692,C12914,P230641,Electronics,878.98,0.0,4,COD,2025-03-10,3,Central,No,3515.92,12.79,409.12,39,Female,3515.92,12.79,14384.331903999999
O122693,C16229,P240728,Fashion,11.23,0.0,1,UPI,2024-08-23,4,Central,No,11.23,1.87,2.06,33,Female,11.23,1.87,0.23133800000000002
O122694,C11239,P243551,Home,144.25,0.05,1,COD,2025-07-04,3,Central,No,137.04,8.67,29.7,32,Female,137.04,8.67,40.70088
O122695,C16566,P249507,Fashion,28.26,0.1,1,UPI,2025-02-23,5,West,No,25.43,4.86,4.04,25,Male,25.43,4.86,1.027372
O122696,C13391,P218378,Fashion,24.08,0.05,1,PayPal,2024-05-11,6,East,No,22.88,3.53,4.48,53,Male,22.88,3.53,1.0250240000000002
O122697,C14213,P205156,Grocery,3.61,0.05,1,UPI,2024-05-16,5,South,No,3.43,3.52,-3.25,27,Male,3.43,3.52,-0.111475
O122698,C13997,P230333,Electronics,761.97,0.0,1,UPI,2025-09-11,5,North,No,761.97,11.23,80.21,40,Female,761.97,11.23,611.1761369999999
O122699,C13006,P242405,Grocery,6.96,0.05,1,PayPal,2023-12-22,6,West,No,6.61,3.1,-2.57,41,Female,6.61,3.1,-0.169877
O122700,C17025,P230140,Grocery,8.71,0.0,1,Credit Card,2024-03-27,4,North,No,8.71,4.25,-3.55,19,Male,8.71,4.25,-0.309205
O122701,C13039,P210851,Sports,32.85,0.0,4,Credit Card,2024-06-22,5,South,No,131.4,7.27,32.15,52,Male,131.4,7.27,42.2451
O122702,C16558,P205364,Electronics,354.23,0.0,2,Debit Card,2025-06-06,4,South,No,708.46,10.82,74.2,43,Male,708.46,10.82,525.67732
O122703,C10598,P211472,Fashion,33.53,0.0,2,Debit Card,2025-03-25,3,North,No,67.06,4.72,18.75,52,Male,67.06,4.72,12.57375
O122704,C12087,P203974,Grocery,3.82,0.0,1,Debit Card,2024-11-18,5,West,No,3.82,2.96,-2.65,58,Male,3.82,2.96,-0.10122999999999999
O122705,C11184,P218888,Grocery,5.89,0.2,1,Credit Card,2024-06-14,6,West,No,4.71,3.9,-3.52,38,Female,4.71,3.9,-0.165792
O122706,C12750,P218530,Grocery,7.53,0.2,2,Debit Card,2024-12-31,6,West,No,12.05,4.21,-3.25,45,Female,12.05,4.21,-0.39162500000000006
O122707,C12584,P224053,Grocery,2.05,0.0,1,Debit Card,2024-06-29,6,East,No,2.05,2.5,-2.34,53,Male,2.05,2.5,-0.04796999999999999
O122708,C16563,P240072,Electronics,67.31,0.0,3,UPI,2023-09-20,5,South,No,201.93,6.95,17.28,18,Male,201.93,6.95,34.893504
O122709,C14759,P201210,Beauty,122.83,0.05,1,Wallet,2025-02-23,4,South,No,116.69,8.23,44.28,47,Female,116.69,8.23,51.670332
O122710,C16238,P222563,Toys,53.67,0.2,2,Credit Card,2025-09-03,5,North,No,85.87,6.85,27.5,28,Male,85.87,6.85,23.614250000000002
O122711,C13513,P241589,Fashion,49.22,0.1,1,Credit Card,2023-10-07,6,West,No,44.3,5.76,9.74,51,Female,44.3,5.76,4.31482
O122712,C15677,P210909,Home,46.96,0.05,1,Wallet,2025-02-10,5,West,No,44.61,6.8,5.69,28,Male,44.61,6.8,2.5383090000000004
O122713,C17116,P239592,Fashion,18.0,0.0,1,UPI,2024-02-19,9,East,No,18.0,3.02,3.28,37,Male,18.0,3.02,0.5903999999999999
O122714,C14745,P238966,Electronics,238.75,0.05,1,Credit Card,2024-07-02,7,East,No,226.81,8.49,18.73,26,Female,226.81,8.49,42.481513
O122715,C14054,P226070,Electronics,208.6,0.05,3,Wallet,2024-11-08,7,East,No,594.51,9.79,61.55,53,Female,594.51,9.79,365.92090499999995
O122716,C15585,P201107,Electronics,479.2,0.1,4,Credit Card,2024-03-20,4,South,Yes,1725.12,10.88,196.13,50,Male,1725.12,10.88,3383.477856
O122717,C14383,P244037,Beauty,15.81,0.15,2,Credit Card,2024-07-07,7,East,No,26.88,5.0,7.1,24,Female,26.88,5.0,1.9084799999999997
O122718,C13936,P237754,Beauty,79.18,0.1,1,Debit Card,2023-11-15,7,East,No,71.26,5.18,26.89,56,Female,71.26,5.18,19.161814000000003
O122719,C11699,P236202,Fashion,19.34,0.0,1,Debit Card,2023-10-26,6,South,No,19.34,5.7,1.07,51,Male,19.34,5.7,0.206938
O122720,C14507,P240791,Toys,2.53,0.0,4,Debit Card,2025-09-06,6,East,No,10.12,4.32,-0.27,62,Male,10.12,4.32,-0.027324
O122721,C16543,P211246,Grocery,13.17,0.05,1,Debit Card,2024-11-08,4,North,No,12.51,1.58,-0.58,58,Female,12.51,1.58,-0.072558
O122722,C12575,P219199,Electronics,1485.63,0.1,2,Credit Card,2024-11-09,6,East,No,2674.13,10.83,310.07,65,Male,2674.13,10.83,8291.674891
O122723,C15137,P239829,Electronics,669.64,0.0,4,UPI,2023-09-18,6,East,No,2678.56,11.27,310.16,46,Male,2678.56,11.27,8307.821696
O122724,C10135,P218419,Fashion,5.26,0.05,1,COD,2025-09-07,6,South,No,5.0,2.08,-0.33,60,Male,5.0,2.08,-0.0165
O122725,C12025,P239575,Sports,94.19,0.2,1,PayPal,2024-12-05,4,North,No,75.35,5.97,16.63,50,Female,75.35,5.97,12.530705
O122726,C13535,P239741,Home,89.63,0.05,1,Credit Card,2025-08-25,5,West,No,85.15,7.14,16.7,36,Female,85.15,7.14,14.220049999999999
O122727,C14854,P200169,Home,202.58,0.0,1,Credit Card,2024-11-25,6,East,No,202.58,6.89,49.83,32,Female,202.58,6.89,100.945614
O122728,C15367,P228407,Electronics,144.68,0.05,1,Debit Card,2024-07-28,6,South,No,137.45,5.68,10.81,61,Female,137.45,5.68,14.858344999999998
O122729,C12890,P226872,Fashion,18.74,0.05,3,PayPal,2024-03-23,5,South,Yes,53.41,7.36,11.33,64,Female,53.41,7.36,6.051353
O122730,C12757,P212949,Grocery,6.01,0.0,1,COD,2024-03-09,4,North,No,6.01,2.13,-1.65,55,Female,6.01,2.13,-0.099165
O122731,C15120,P247313,Fashion,18.89,0.0,1,Debit Card,2024-02-07,4,South,No,18.89,4.68,1.93,67,Male,18.89,4.68,0.364577
O122732,C13773,P213199,Beauty,3.54,0.1,1,Debit Card,2024-03-31,4,North,No,3.19,0.77,0.67,33,Female,3.19,0.77,0.021373
O122733,C10380,P214476,Electronics,371.55,0.05,1,Credit Card,2025-03-27,5,Central,No,352.97,9.46,32.9,23,Male,352.97,9.46,116.12713
O122734,C16652,P241591,Electronics,358.32,0.0,3,Credit Card,2025-03-30,3,North,No,1074.96,12.0,117.0,48,Male,1074.96,12.0,1257.7032
O122735,C17627,P241764,Home,261.36,0.0,1,PayPal,2023-09-13,3,North,No,261.36,8.67,64.51,51,Other,261.36,8.67,168.603336
O122736,C11528,P230899,Beauty,32.31,0.0,1,Credit Card,2023-11-04,3,Central,No,32.31,5.57,8.97,69,Female,32.31,5.57,2.898207
O122737,C14901,P221399,Home,144.84,0.0,1,Debit Card,2025-01-21,5,West,No,144.84,7.71,32.85,58,Male,144.84,7.71,47.57994
O122738,C14571,P247740,Electronics,135.83,0.15,1,Credit Card,2025-06-24,5,West,No,115.46,7.7,6.16,35,Male,115.46,7.7,7.112336
O122739,C13628,P223281,Sports,142.51,0.2,2,Credit Card,2024-10-13,5,North,No,228.02,6.29,62.12,62,Female,228.02,6.29,141.646024
O122740,C15049,P246803,Electronics,678.43,0.1,1,COD,2025-06-27,3,North,No,610.59,10.14,63.13,47,Male,610.59,10.14,385.465467
O122741,C10848,P203034,Sports,67.7,0.0,2,UPI,2025-02-18,5,South,No,135.4,8.31,32.31,32,Female,135.4,8.31,43.74774
O122742,C14992,P213328,Grocery,11.24,0.05,3,Debit Card,2024-10-27,7,West,No,32.03,5.29,-2.73,32,Female,32.03,5.29,-0.8744190000000001
O122743,C14127,P244047,Home,211.98,0.05,1,COD,2024-07-03,6,North,No,201.38,8.77,47.62,27,Female,201.38,8.77,95.897156
O122744,C11927,P219796,Fashion,35.81,0.3,2,Credit Card,2025-06-30,5,West,No,50.13,4.42,13.13,36,Female,50.13,4.42,6.582069000000001
O122745,C12165,P204988,Toys,23.6,0.0,1,Credit Card,2025-08-30,5,South,No,23.6,5.86,3.58,61,Male,23.6,5.86,0.84488
O122746,C17975,P207130,Home,41.84,0.05,1,Credit Card,2023-11-06,4,South,No,39.75,5.05,6.08,57,Female,39.75,5.05,2.4168
O122747,C17351,P247872,Grocery,12.56,0.3,2,Credit Card,2023-11-06,6,West,No,17.58,3.9,-2.49,43,Female,17.58,3.9,-0.437742
O122748,C14286,P236637,Sports,13.73,0.2,1,PayPal,2025-03-01,5,East,No,10.98,4.7,-1.41,27,Male,10.98,4.7,-0.154818
O122749,C15866,P200791,Home,40.87,0.0,1,Debit Card,2023-11-23,4,North,No,40.87,5.61,5.83,45,Other,40.87,5.61,2.3827209999999996
O122750,C15869,P212333,Beauty,65.15,0.0,1,Credit Card,2024-10-22,3,Central,No,65.15,6.45,22.87,43,Female,65.15,6.45,14.899805000000002
O122751,C17895,P243511,Electronics,343.93,0.0,1,COD,2025-02-04,7,South,No,343.93,6.76,34.51,49,Male,343.93,6.76,118.690243
O122752,C12121,P236609,Home,90.04,0.0,1,Credit Card,2025-03-14,5,South,No,90.04,7.63,17.58,25,Male,90.04,7.63,15.829032
O122753,C14718,P203356,Beauty,21.08,0.0,2,Credit Card,2024-09-23,7,South,No,42.16,3.76,15.21,54,Male,42.16,3.76,6.412536
O122754,C15222,P240290,Beauty,3.0,0.2,1,COD,2025-06-04,6,South,No,2.4,2.69,-1.61,56,Male,2.4,2.69,-0.03864
O122755,C12918,P204925,Beauty,18.08,0.3,1,PayPal,2024-06-21,4,North,No,12.66,4.38,1.32,56,Male,12.66,4.38,0.167112
O122756,C14681,P210764,Sports,25.29,0.0,1,Debit Card,2023-10-31,7,East,No,25.29,5.14,2.45,53,Male,25.29,5.14,0.619605
O122757,C16563,P212096,Electronics,684.68,0.0,1,Credit Card,2025-03-17,6,South,No,684.68,8.81,73.35,65,Female,684.68,8.81,502.2127799999999
O122758,C10472,P239468,Electronics,223.43,0.05,3,Debit Card,2024-03-18,4,Central,No,636.78,8.75,67.66,59,Male,636.78,8.75,430.84534799999994
O122759,C11787,P202094,Electronics,135.79,0.1,1,Credit Card,2023-09-28,6,East,No,122.21,6.75,7.92,49,Male,122.21,6.75,9.679032
O122760,C10113,P245583,Toys,16.1,0.1,1,Credit Card,2024-12-16,5,South,No,14.49,3.59,2.21,63,Female,14.49,3.59,0.320229
O122761,C15498,P249021,Electronics,197.96,0.0,1,Credit Card,2024-09-13,6,East,No,197.96,8.27,15.49,41,Female,197.96,8.27,30.664004000000002
O122762,C11336,P206250,Fashion,35.3,0.0,5,Credit Card,2025-02-15,4,Central,No,176.5,6.7,55.08,62,Female,176.5,6.7,97.21619999999999
O122763,C16473,P215362,Fashion,68.61,0.05,1,UPI,2024-03-20,5,West,No,65.18,4.94,17.87,19,Female,65.18,4.94,11.647666000000001
O122764,C10338,P241575,Sports,79.99,0.1,1,Credit Card,2023-11-13,6,East,No,71.99,6.08,15.52,28,Male,71.99,6.08,11.172848
O122765,C12285,P246021,Home,334.5,0.05,1,COD,2024-11-28,6,North,No,317.77,8.84,80.14,26,Female,317.77,8.84,254.660878
O122766,C11196,P221636,Fashion,19.59,0.0,1,UPI,2025-03-21,6,East,No,19.59,3.72,3.14,22,Female,19.59,3.72,0.6151260000000001
O122767,C10078,P212185,Home,61.96,0.0,1,Credit Card,2024-04-20,6,East,No,61.96,8.31,9.04,45,Male,61.96,8.31,5.601184
O122768,C14559,P239771,Sports,157.8,0.1,2,PayPal,2025-09-11,5,South,No,284.04,10.37,74.84,44,Female,284.04,10.37,212.57553600000003
O122769,C16017,P216142,Toys,32.08,0.0,1,Debit Card,2025-01-04,3,Central,No,32.08,4.74,8.09,67,Female,32.08,4.74,2.595272
O122770,C12652,P235069,Electronics,1270.28,0.0,2,COD,2023-10-10,5,West,No,2540.56,13.7,291.17,42,Male,2540.56,13.7,7397.348552
O122771,C16083,P243190,Sports,107.34,0.15,1,Credit Card,2023-10-19,3,North,No,91.24,6.94,20.43,18,Male,91.24,6.94,18.640332
O122772,C17668,P205269,Electronics,327.2,0.1,1,PayPal,2023-12-04,5,North,No,294.48,6.51,28.83,36,Female,294.48,6.51,84.898584
O122773,C14657,P209764,Sports,97.4,0.0,2,UPI,2024-09-18,4,North,No,194.8,6.69,51.75,60,Female,194.8,6.69,100.809
O122774,C14380,P243988,Sports,54.09,0.1,1,COD,2023-11-21,3,Central,No,48.68,2.79,11.81,40,Male,48.68,2.79,5.7491080000000006
O122775,C14318,P227113,Home,74.0,0.0,1,COD,2025-02-06,5,East,No,74.0,3.72,17.0,68,Female,74.0,3.72,12.58
O122776,C12640,P216888,Electronics,156.7,0.15,4,PayPal,2024-01-25,6,East,No,532.78,9.43,54.5,29,Female,532.78,9.43,290.3651
O122777,C15385,P214748,Toys,19.87,0.2,1,Credit Card,2025-06-15,4,South,Yes,15.9,4.91,1.45,45,Female,15.9,4.91,0.23054999999999998
O122778,C15786,P230203,Electronics,646.08,0.0,1,Credit Card,2025-02-09,6,South,No,646.08,8.79,68.74,37,Female,646.08,8.79,444.115392
O122779,C16516,P249555,Grocery,14.22,0.15,1,Debit Card,2023-09-14,4,West,No,12.09,4.75,-3.78,27,Female,12.09,4.75,-0.457002
O122780,C11256,P220715,Toys,14.58,0.1,1,Credit Card,2023-12-07,3,Central,No,13.12,2.96,2.29,37,Female,13.12,2.96,0.300448
O122781,C17054,P242579,Sports,16.46,0.15,1,UPI,2023-09-17,4,Central,No,13.99,4.85,-0.65,20,Male,13.99,4.85,-0.09093500000000002
O122782,C10827,P202906,Sports,37.98,0.0,2,Credit Card,2025-04-16,4,Central,No,75.96,7.77,15.02,54,Male,75.96,7.77,11.409192
O122783,C16379,P227589,Electronics,655.94,0.2,1,UPI,2024-07-21,6,South,Yes,524.75,8.9,54.07,43,Female,524.75,8.9,283.732325
O122784,C12718,P211808,Grocery,7.64,0.1,2,Credit Card,2025-04-15,5,Central,No,13.75,3.63,-2.53,68,Female,13.75,3.63,-0.347875
O122785,C14923,P221112,Toys,44.63,0.0,1,Wallet,2025-01-06,4,Central,No,44.63,5.46,12.39,51,Male,44.63,5.46,5.529657000000001
O122786,C12810,P224093,Home,46.6,0.1,1,Debit Card,2023-10-10,5,East,No,41.94,5.96,5.78,66,Female,41.94,5.96,2.424132
O122787,C13385,P201569,Sports,94.31,0.0,1,Debit Card,2025-08-21,4,North,No,94.31,6.39,21.9,27,Female,94.31,6.39,20.653889999999997
O122788,C16056,P244676,Sports,336.17,0.0,1,Credit Card,2024-06-21,4,Central,Yes,336.17,10.41,90.44,64,Male,336.17,10.41,304.032148
O122789,C11965,P200139,Toys,18.01,0.0,2,COD,2024-08-14,4,South,No,36.02,5.95,8.46,60,Female,36.02,5.95,3.0472920000000006
O122790,C17980,P204683,Fashion,16.52,0.15,1,PayPal,2024-10-17,4,West,No,14.04,6.56,-1.65,32,Male,14.04,6.56,-0.23166
O122791,C12427,P239498,Home,44.34,0.0,2,Credit Card,2024-01-10,4,North,No,88.68,7.74,17.09,29,Other,88.68,7.74,15.155412
O122792,C12841,P226419,Toys,5.37,0.0,1,Credit Card,2023-11-20,4,South,No,5.37,0.96,1.19,62,Male,5.37,0.96,0.063903
O122793,C10613,P211156,Toys,2.42,0.0,1,Credit Card,2025-03-02,5,South,No,2.42,3.09,-2.12,23,Female,2.42,3.09,-0.051303999999999995
O122794,C10562,P205062,Beauty,31.89,0.0,4,Credit Card,2023-10-30,5,South,No,127.56,7.83,49.57,58,Male,127.56,7.83,63.231492
O122795,C16563,P227745,Home,211.22,0.1,1,Credit Card,2024-08-27,4,Central,No,190.1,7.95,45.28,26,Female,190.1,7.95,86.07728
O122796,C16195,P234940,Grocery,23.6,0.05,2,Credit Card,2024-07-19,4,West,No,44.84,5.2,-1.61,57,Male,44.84,5.2,-0.721924
O122797,C15840,P222463,Home,20.08,0.0,1,Debit Card,2024-01-07,4,North,No,20.08,5.17,0.45,63,Female,20.08,5.17,0.09036000000000001
O122798,C16962,P236188,Toys,58.09,0.2,2,COD,2025-04-30,5,East,No,92.94,5.3,31.88,56,Female,92.94,5.3,29.629271999999997
O122799,C17810,P206277,Home,136.87,0.3,1,Credit Card,2024-12-08,6,East,No,95.81,7.25,19.58,66,Male,95.81,7.25,18.759597999999997
O122800,C17676,P227619,Fashion,9.55,0.05,1,PayPal,2025-09-05,5,South,No,9.07,2.55,0.62,38,Male,9.07,2.55,0.056234
O122801,C15901,P234017,Sports,18.72,0.1,4,Credit Card,2025-08-27,7,East,No,67.39,6.65,13.57,21,Female,67.39,6.65,9.144823
O122802,C16064,P248839,Toys,16.02,0.0,3,UPI,2023-10-06,7,East,No,48.06,5.02,14.2,28,Male,48.06,5.02,6.82452
O122803,C16348,P230244,Grocery,4.69,0.0,2,Debit Card,2024-07-02,4,South,No,9.38,1.89,-1.14,48,Male,9.38,1.89,-0.106932
O122804,C17144,P202697,Electronics,138.8,0.0,1,Credit Card,2024-10-14,4,North,No,138.8,6.07,10.59,29,Female,138.8,6.07,14.698920000000001
O122805,C14826,P235521,Toys,2.23,0.05,1,COD,2025-05-30,6,West,No,2.12,2.24,-1.39,54,Female,2.12,2.24,-0.029468
O122806,C14352,P214903,Beauty,19.13,0.1,2,UPI,2025-09-04,6,South,No,34.43,3.07,12.42,53,Male,34.43,3.07,4.276206
O122807,C10184,P245394,Electronics,79.44,0.0,1,COD,2023-10-06,5,South,No,79.44,6.33,3.2,41,Female,79.44,6.33,2.54208
O122808,C12192,P222849,Toys,3.57,0.0,1,UPI,2025-05-12,3,North,No,3.57,2.49,-1.06,60,Male,3.57,2.49,-0.037842
O122809,C16127,P236652,Fashion,13.49,0.1,1,Credit Card,2025-03-13,6,East,No,12.14,4.35,-0.1,44,Female,12.14,4.35,-0.012140000000000001
O122810,C15809,P207254,Toys,2.21,0.0,1,Credit Card,2025-03-03,6,West,No,2.21,2.18,-1.3,28,Female,2.21,2.18,-0.028730000000000002
O122811,C14065,P232862,Electronics,85.51,0.1,1,UPI,2023-10-18,7,South,No,76.96,6.56,2.68,21,Female,76.96,6.56,2.062528
O122812,C17181,P204291,Sports,98.72,0.0,3,Debit Card,2024-07-16,9,East,No,296.16,9.21,79.64,64,Other,296.16,9.21,235.861824
O122813,C10245,P214991,Fashion,19.59,0.0,1,UPI,2025-06-22,4,West,No,19.59,3.27,3.59,42,Female,19.59,3.27,0.703281
O122814,C14086,P245577,Fashion,8.51,0.0,2,UPI,2025-06-04,3,Central,No,17.02,4.82,1.14,58,Female,17.02,4.82,0.19402799999999998
O122815,C12234,P213040,Electronics,97.32,0.0,1,Debit Card,2024-08-21,3,Central,No,97.32,8.46,3.22,26,Male,97.32,8.46,3.133704
O122816,C17504,P238548,Home,15.81,0.0,4,Wallet,2023-12-30,6,South,No,63.24,6.78,10.93,47,Male,63.24,6.78,6.912132
O122817,C17426,P248109,Home,207.55,0.15,1,UPI,2023-12-08,5,East,No,176.42,8.1,41.3,54,Female,176.42,8.1,72.86146
O122818,C10865,P208204,Electronics,317.92,0.0,5,UPI,2023-12-26,6,East,Yes,1589.6,10.7,180.05,21,Female,1589.6,10.7,2862.0748000000003
O122819,C12087,P235069,Fashion,36.6,0.1,5,Credit Card,2024-07-17,7,South,No,164.7,7.78,49.86,28,Male,164.7,7.78,82.11941999999999
O122820,C10600,P220467,Home,281.98,0.05,1,Debit Card,2025-07-31,3,North,Yes,267.88,8.79,66.22,68,Other,267.88,8.79,177.390136
O122821,C17804,P238992,Toys,3.63,0.0,3,Wallet,2024-01-03,6,East,No,10.89,3.1,1.26,58,Male,10.89,3.1,0.137214
O122822,C15057,P200372,Grocery,1.5,0.0,1,Credit Card,2024-09-30,5,North,No,1.5,2.32,-2.2,21,Female,1.5,2.32,-0.033
O122823,C15537,P237257,Home,82.65,0.0,1,Credit Card,2025-07-03,5,South,No,82.65,6.94,16.2,69,Female,82.65,6.94,13.389300000000002
O122824,C13033,P214201,Home,50.36,0.1,1,Credit Card,2024-09-05,4,North,No,45.32,6.51,6.18,24,Female,45.32,6.51,2.800776
O122825,C17518,P205851,Grocery,9.5,0.0,1,Credit Card,2024-05-28,5,South,No,9.5,3.34,-2.58,46,Male,9.5,3.34,-0.2451
O122826,C12056,P206028,Grocery,31.78,0.05,1,Debit Card,2024-03-29,4,North,No,30.19,3.91,-1.49,20,Male,30.19,3.91,-0.44983100000000004
O122827,C16493,P249968,Fashion,34.06,0.0,1,PayPal,2024-07-04,3,North,No,34.06,6.02,5.9,37,Male,34.06,6.02,2.0095400000000003
O122828,C12131,P229445,Beauty,7.6,0.0,1,Debit Card,2025-02-22,5,North,No,7.6,3.97,-0.55,67,Male,7.6,3.97,-0.041800000000000004
O122829,C10532,P219996,Toys,33.44,0.0,1,PayPal,2025-01-27,5,South,No,33.44,4.0,9.38,60,Female,33.44,4.0,3.136672
O122830,C15084,P227980,Toys,11.68,0.0,2,Credit Card,2024-11-28,6,South,Yes,23.36,6.22,3.12,24,Female,23.36,6.22,0.728832
O122831,C12042,P243899,Sports,148.32,0.1,2,UPI,2025-09-05,5,Central,No,266.98,9.81,70.28,50,Female,266.98,9.81,187.633544
O122832,C17960,P224131,Home,30.07,0.0,1,Debit Card,2023-11-18,7,North,No,30.07,5.2,3.22,34,Male,30.07,5.2,0.968254
O122833,C10357,P222734,Home,64.14,0.1,1,Debit Card,2023-11-03,8,East,No,57.73,4.64,11.52,46,Male,57.73,4.64,6.6504959999999995
O122834,C10377,P234100,Toys,2.45,0.1,1,Debit Card,2023-10-08,4,West,No,2.2,0.84,0.04,48,Male,2.2,0.84,0.0008800000000000001
O122835,C12219,P214738,Fashion,18.2,0.0,2,Wallet,2024-02-23,4,North,No,36.4,5.02,7.72,49,Female,36.4,5.02,2.8100799999999997
O122836,C15144,P211438,Home,147.11,0.15,1,Credit Card,2025-06-25,5,West,No,125.04,6.91,28.1,69,Female,125.04,6.91,35.13624000000001
O122837,C14488,P248799,Beauty,11.5,0.1,1,COD,2024-07-24,6,West,No,10.35,4.4,0.26,58,Female,10.35,4.4,0.026909999999999996
O122838,C15222,P247429,Toys,4.95,0.05,1,COD,2025-07-24,7,East,No,4.7,4.62,-2.74,64,Male,4.7,4.62,-0.12878
O122839,C14797,P200755,Home,17.62,0.1,1,Wallet,2023-12-24,8,South,No,15.86,5.45,-1.01,63,Female,15.86,5.45,-0.160186
O122840,C13307,P203525,Beauty,25.62,0.0,1,COD,2025-07-27,3,Central,No,25.62,3.79,7.74,48,Male,25.62,3.79,1.982988
O122841,C15529,P229884,Fashion,8.94,0.0,2,COD,2024-03-20,4,South,Yes,17.88,5.9,0.36,25,Male,17.88,5.9,0.064368
O122842,C17992,P201796,Toys,33.53,0.0,1,Credit Card,2025-07-09,6,West,No,33.53,6.8,6.61,41,Male,33.53,6.8,2.216333
O122843,C12596,P213754,Toys,10.69,0.1,1,COD,2024-07-19,5,South,No,9.62,4.85,-1.0,31,Female,9.62,4.85,-0.0962
O122844,C10783,P212161,Toys,9.15,0.1,1,Credit Card,2024-08-31,4,Central,No,8.24,2.6,0.7,61,Male,8.24,2.6,0.057679999999999995
O122845,C15924,P202177,Electronics,368.59,0.15,1,Debit Card,2024-01-07,3,Central,No,313.3,8.57,29.03,20,Male,313.3,8.57,90.95099
O122846,C12379,P228132,Home,117.09,0.0,1,UPI,2023-10-31,4,South,No,117.09,6.25,26.54,59,Male,117.09,6.25,31.075685999999997
O122847,C17831,P202050,Electronics,1476.46,0.0,1,Debit Card,2024-03-24,5,South,No,1476.46,11.28,165.9,31,Male,1476.46,11.28,2449.44714
O122848,C16937,P225130,Sports,15.17,0.0,1,Debit Card,2023-11-21,3,North,No,15.17,3.68,0.87,41,Male,15.17,3.68,0.13197899999999999
O122849,C13603,P248260,Fashion,98.73,0.3,1,Credit Card,2025-07-27,5,East,No,69.11,7.46,16.73,62,Female,69.11,7.46,11.562103
O122850,C16792,P238577,Toys,19.99,0.0,1,Debit Card,2023-11-30,5,North,No,19.99,4.36,3.64,68,Female,19.99,4.36,0.727636
O122851,C10982,P224841,Electronics,746.26,0.05,1,UPI,2024-02-26,4,West,No,708.95,8.86,76.21,21,Female,708.95,8.86,540.290795
O122852,C13942,P225498,Home,165.88,0.0,1,Credit Card,2025-04-06,3,Central,No,165.88,8.13,38.32,48,Male,165.88,8.13,63.56521599999999
O122853,C17196,P243031,Electronics,517.01,0.0,2,Credit Card,2024-10-20,5,West,No,1034.02,10.35,113.73,53,Female,1034.02,10.35,1175.990946
O122854,C12590,P225109,Beauty,40.85,0.0,1,COD,2023-12-07,5,West,No,40.85,4.25,14.13,44,Other,40.85,4.25,5.772105000000001
O122855,C11042,P238744,Beauty,3.37,0.1,1,Debit Card,2025-09-01,5,East,Yes,3.03,2.99,-1.63,40,Female,3.03,2.99,-0.049388999999999995
O122856,C15267,P247106,Home,249.89,0.0,1,PayPal,2024-04-17,4,South,No,249.89,8.37,61.6,50,Female,249.89,8.37,153.93223999999998
O122857,C17638,P212175,Fashion,60.93,0.05,1,Credit Card,2025-06-13,3,North,No,57.88,5.64,14.62,31,Male,57.88,5.64,8.462056
O122858,C12538,P201693,Electronics,1007.03,0.1,1,UPI,2024-01-24,5,North,No,906.33,8.35,100.41,66,Female,906.33,8.35,910.045953
O122859,C16426,P228266,Sports,24.06,0.05,1,COD,2025-06-23,6,West,No,22.86,3.96,2.9,22,Female,22.86,3.96,0.66294
O122860,C10861,P245863,Toys,52.06,0.0,1,UPI,2023-10-28,5,Central,No,52.06,6.68,14.14,42,Female,52.06,6.68,7.361284
O122861,C11876,P227407,Sports,199.53,0.2,1,Credit Card,2025-06-17,4,South,No,159.62,8.28,39.61,48,Male,159.62,8.28,63.225482
O122862,C11835,P214838,Grocery,4.38,0.1,3,PayPal,2023-11-25,4,Central,No,11.83,3.64,-2.69,37,Female,11.83,3.64,-0.318227
O122863,C15794,P235688,Grocery,2.74,0.05,1,Debit Card,2025-09-02,5,South,No,2.6,3.12,-2.91,59,Female,2.6,3.12,-0.07566
O122864,C14208,P221229,Home,140.42,0.0,4,Debit Card,2025-02-01,4,Central,No,561.68,10.25,147.02,39,Male,561.68,10.25,825.781936
O122865,C13526,P204167,Sports,120.81,0.0,1,PayPal,2024-10-28,5,North,No,120.81,7.05,29.19,27,Female,120.81,7.05,35.264439
O122866,C11685,P222615,Home,173.4,0.1,1,Credit Card,2024-04-26,7,South,No,156.06,7.24,36.46,59,Female,156.06,7.24,56.89947600000001
O122867,C13401,P241845,Grocery,25.59,0.0,1,PayPal,2025-02-14,5,East,No,25.59,4.54,-2.49,28,Male,25.59,4.54,-0.6371910000000001
O122868,C17422,P231169,Beauty,22.93,0.15,4,Debit Card,2023-11-09,4,West,No,77.96,6.72,28.36,26,Female,77.96,6.72,22.109455999999998
O122869,C11622,P238907,Sports,42.85,0.2,1,COD,2024-03-12,6,West,No,34.28,5.15,5.13,55,Female,34.28,5.15,1.758564
O122870,C15518,P231158,Electronics,682.24,0.0,1,Credit Card,2023-09-19,6,East,No,682.24,9.86,72.01,25,Male,682.24,9.86,491.28102400000006
O122871,C14957,P234226,Beauty,16.92,0.05,1,Debit Card,2025-08-13,6,East,No,16.07,4.31,2.92,46,Male,16.07,4.31,0.469244
